Obs,gender,age,romance,scifi,horror,drama,family,action,mystery,comedy,sports
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,y,n,n,n,n,n,n,n,n
,F,45,n,y,n,n,n,n,n,n,n
,F,45,n,n,y,n,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,y,n,n,n,n,n
,F,45,n,n,n,n,y,n,n,n,n
,F,45,n,n,n,n,y,n,n,n,n
,F,45,n,n,n,n,y,n,n,n,n
,F,45,n,n,n,n,n,y,n,n,n
,F,45,n,n,n,n,n,n,y,n,n
,F,45,n,n,n,n,n,n,n,y,n
,F,45,n,n,n,n,n,n,n,y,n
,F,45,n,n,n,n,n,n,n,y,n
,F,45,n,n,n,n,n,n,n,n,y
,F,45,n,n,n,n,n,n,n,n,y
,F,45,n,n,n,n,n,n,n,n,y
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,y,n,n,n,n,n,n,n,n
,F,50,n,y,n,n,n,n,n,n,n
,F,50,n,n,y,n,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,y,n,n,n,n,n
,F,50,n,n,n,n,y,n,n,n,n
,F,50,n,n,n,n,y,n,n,n,n
,F,50,n,n,n,n,y,n,n,n,n
,F,50,n,n,n,n,y,n,n,n,n
,F,50,n,n,n,n,y,n,n,n,n
,F,50,n,n,n,n,y,n,n,n,n
,F,50,n,n,n,n,n,y,n,n,n
,F,50,n,n,n,n,n,n,y,n,n
,F,50,n,n,n,n,n,n,y,n,n
,F,50,n,n,n,n,n,n,y,n,n
,F,50,n,n,n,n,n,n,y,n,n
,F,50,n,n,n,n,n,n,n,y,n
,F,50,n,n,n,n,n,n,n,y,n
,F,50,n,n,n,n,n,n,n,y,n
,F,50,n,n,n,n,n,n,n,y,n
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,50,n,n,n,n,n,n,n,n,y
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,y,n,n,n,n,n,n,n,n
,F,55,n,y,n,n,n,n,n,n,n
,F,55,n,n,y,n,n,n,n,n,n
,F,55,n,n,n,y,n,n,n,n,n
,F,55,n,n,n,y,n,n,n,n,n
,F,55,n,n,n,y,n,n,n,n,n
,F,55,n,n,n,y,n,n,n,n,n
,F,55,n,n,n,y,n,n,n,n,n
,F,55,n,n,n,y,n,n,n,n,n
,F,55,n,n,n,y,n,n,n,n,n
,F,55,n,n,n,y,n,n,n,n,n
,F,55,n,n,n,y,n,n,n,n,n
,F,55,n,n,n,y,n,n,n,n,n
,F,55,n,n,n,y,n,n,n,n,n
,F,55,n,n,n,y,n,n,n,n,n
,F,55,n,n,n,y,n,n,n,n,n
,F,55,n,n,n,y,n,n,n,n,n
,F,55,n,n,n,y,n,n,n,n,n
,F,55,n,n,n,y,n,n,n,n,n
,F,55,n,n,n,y,n,n,n,n,n
,F,55,n,n,n,y,n,n,n,n,n
,F,55,n,n,n,n,y,n,n,n,n
,F,55,n,n,n,n,y,n,n,n,n
,F,55,n,n,n,n,y,n,n,n,n
,F,55,n,n,n,n,y,n,n,n,n
,F,55,n,n,n,n,y,n,n,n,n
,F,55,n,n,n,n,y,n,n,n,n
,F,55,n,n,n,n,n,y,n,n,n
,F,55,n,n,n,n,n,n,y,n,n
,F,55,n,n,n,n,n,n,n,y,n
,F,55,n,n,n,n,n,n,n,y,n
,F,55,n,n,n,n,n,n,n,y,n
,F,55,n,n,n,n,n,n,n,n,y
,F,55,n,n,n,n,n,n,n,n,y
,F,55,n,n,n,n,n,n,n,n,y
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,y,n,n,n,n,n,n,n,n
,F,60,n,y,n,n,n,n,n,n,n
,F,60,n,n,y,n,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,y,n,n,n,n,n
,F,60,n,n,n,n,y,n,n,n,n
,F,60,n,n,n,n,y,n,n,n,n
,F,60,n,n,n,n,y,n,n,n,n
,F,60,n,n,n,n,y,n,n,n,n
,F,60,n,n,n,n,y,n,n,n,n
,F,60,n,n,n,n,y,n,n,n,n
,F,60,n,n,n,n,y,n,n,n,n
,F,60,n,n,n,n,y,n,n,n,n
,F,60,n,n,n,n,n,y,n,n,n
,F,60,n,n,n,n,n,n,y,n,n
,F,60,n,n,n,n,n,n,n,y,n
,F,60,n,n,n,n,n,n,n,y,n
,F,60,n,n,n,n,n,n,n,y,n
,F,60,n,n,n,n,n,n,n,y,n
,F,60,n,n,n,n,n,n,n,y,n
,F,60,n,n,n,n,n,n,n,n,y
,F,60,n,n,n,n,n,n,n,n,y
,F,60,n,n,n,n,n,n,n,n,y
,F,60,n,n,n,n,n,n,n,n,y
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,y,n,n,n,n,n,n,n,n
,F,65,n,y,n,n,n,n,n,n,n
,F,65,n,n,y,n,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,y,n,n,n,n,n
,F,65,n,n,n,n,y,n,n,n,n
,F,65,n,n,n,n,y,n,n,n,n
,F,65,n,n,n,n,y,n,n,n,n
,F,65,n,n,n,n,y,n,n,n,n
,F,65,n,n,n,n,y,n,n,n,n
,F,65,n,n,n,n,y,n,n,n,n
,F,65,n,n,n,n,y,n,n,n,n
,F,65,n,n,n,n,y,n,n,n,n
,F,65,n,n,n,n,y,n,n,n,n
,F,65,n,n,n,n,n,y,n,n,n
,F,65,n,n,n,n,n,n,y,n,n
,F,65,n,n,n,n,n,n,n,y,n
,F,65,n,n,n,n,n,n,n,y,n
,F,65,n,n,n,n,n,n,n,y,n
,F,65,n,n,n,n,n,n,n,y,n
,F,65,n,n,n,n,n,n,n,y,n
,F,65,n,n,n,n,n,n,n,n,y
,F,65,n,n,n,n,n,n,n,n,y
,F,65,n,n,n,n,n,n,n,n,y
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
